0.004338743,0.43048706
0.004240218,0.431942733
0.004140447,0.433376738
0.004039463,0.434789288
0.003937298,0.436180598
0.003833983,0.437550879
0.003729551,0.438900343
0.003624034,0.440229198
0.003517462,0.441537653
0.003409866,0.442825914
0.003301278,0.444094187
0.003191726,0.445342676
0.003081242,0.446571582
0.002969856,0.447781108
0.002857596,0.448971453
0.002744492,0.450142816
0.002630574,0.451295393
0.002515869,0.452429382
0.002400407,0.453544976
0.002284216,0.454642368
0.002167323,0.455721751
0.002049756,0.456783315
0.001931544,0.45782725
0.001812712,0.458853743
0.001693288,0.459862981
0.001573298,0.46085515
0.00145277,0.461830434
0.001331728,0.462789016
0.0012102,0.463731077
0.00108821,0.464656797
0.000965785,0.465566357
0.000842948,0.466459934
0.000719726,0.467337703
0.000596143,0.468199842
0.000472223,0.469046524
0.00034799,0.469877921
0.000223469,0.470694206
0.0000987,0.471495548
-0.0000263,0.472282118
-0.000151591,0.473054083
-0.000277033,0.47381161
-0.000402647,0.474554865
-0.000528411,0.475284012
-0.000654303,0.475999214
-0.0007803,0.476700634
-0.000906382,0.477388431
-0.001032526,0.478062767
-0.001158712,0.478723799
-0.001284917,0.479371685
-0.001411122,0.480006581
-0.001537305,0.480628643
-0.001663446,0.481238023
-0.001789525,0.481834875
-0.001915522,0.48241935
-0.002041417,0.482991599
-0.00216719,0.483551771
-0.002292823,0.484100015
-0.002418297,0.484636477
-0.002543591,0.485161304
-0.002668688,0.48567464
-0.00279357,0.486176629
-0.002918218,0.486667414
-0.003042613,0.487147137
-0.003166739,0.487615937
-0.003290578,0.488073955
-0.003414111,0.488521328
-0.003537323,0.488958195
-0.003660196,0.48938469
-0.003782713,0.489800949
-0.003904858,0.490207107
-0.004026615,0.490603296
-0.004147967,0.490989648
-0.004268898,0.491366294
-0.004389393,0.491733364
-0.004509436,0.492090987
-0.004629012,0.492439291
-0.004748106,0.492778401
-0.004866702,0.493108445
-0.004984786,0.493429546
-0.005102344,0.493741829
-0.00521936,0.494045416
-0.005335822,0.494340429
-0.005451714,0.494626989
-0.005567024,0.494905214
-0.005681737,0.495175225
-0.00579584,0.495437138
-0.00590932,0.495691071
-0.006022164,0.495937139
-0.006134359,0.496175457
-0.006245892,0.496406139
-0.006356752,0.496629297
-0.006466924,0.496845045
-0.006576399,0.497053492
-0.006685162,0.497254748
-0.006793204,0.497448923
-0.006900512,0.497636125
-0.007007074,0.497816461
-0.00711288,0.497990038
-0.007217919,0.49815696
-0.007322179,0.498317332
-0.007425651,0.498471258
-0.007528322,0.49861884
-0.007630184,0.49876018
-0.007731225,0.498895379
-0.007831437,0.499024536
-0.007930808,0.499147751
-0.008029329,0.499265122
