0.02,-0.3,-0.14
0.02,-0.34,-0.14
-0.02,-0.3,-0.1
0.02,-0.3,-0.14
0.02,-0.3,-0.14
-0.02,-0.34,-0.14
0.06,-0.22,-0.14
-0.02,-0.34,-0.14
0.06,-0.26,-0.1
-0.02,-0.34,-0.1
0.02,-0.26,-0.14
-0.02,-0.34,-0.1
0.06,-0.34,-0.14
-0.02,-0.3,-0.14
0.06,-0.3,-0.1
-0.02,-0.34,-0.14
0.02,-0.34,-0.18
0.02,-0.34,-0.1
0.02,-0.34,-0.1
0.06,-0.34,-0.1
0.02,-0.34,-0.1
0.02,-0.3,-0.1
0.02,-0.34,-0.1
0.06,-0.3,-0.14
-0.02,-0.34,-0.18
0.06,-0.34,-0.14
0.06,-0.3,-0.14
0.06,-0.34,-0.1
-0.02,-0.3,-0.14
0.02,-0.34,-0.1
0.02,-0.34,-0.14
-0.02,-0.3,-0.1
0.02,-0.3,-0.1
0.02,-0.34,-0.1
0.02,-0.3,-0.14
0.02,-0.34,-0.14
0.02,-0.26,-0.18
0.02,-0.3,-0.1
0.02,-0.3,-0.1
0.02,-0.38,-0.1
0.02,-0.34,-0.18
0.02,-0.34,-0.1
-0.02,-0.3,-0.14
0.06,-0.3,-0.14
0.02,-0.3,-0.1
0.02,-0.3,-0.14
-0.02,-0.3,-0.18
0.02,-0.3,-0.14
0.06,-0.26,-0.18
-0.02,-0.34,-0.18
0.02,-0.3,-0.18
0.02,-0.34,-0.1
0.1,-0.26,-0.14
0.02,-0.34,-0.14
0.06,-0.34,-0.14
0.02,-0.3,-0.1
0.02,-0.26,-0.14
0.02,-0.34,-0.1
0.02,-0.34,-0.18
0.06,-0.3,-0.1
0.02,-0.34,-0.1
0.02,-0.3,-0.14
0.02,-0.38,-0.1
0.02,-0.34,-0.1
0.02,-0.34,-0.1
-0.02,-0.34,-0.1
0.02,-0.38,-0.14
0.02,-0.34,-0.1
0.02,-0.34,-0.1
0.02,-0.3,-0.1
0.06,-0.34,-0.1
-0.02,-0.3,-0.18
0.02,-0.3,-0.14
0.02,-0.34,-0.18
-0.02,-0.26,-0.14
0.06,-0.3,-0.1
0.02,-0.34,-0.18
0.06,-0.34,-0.1
0.02,-0.34,-0.14
0.02,-0.34,-0.1
0.02,-0.34,-0.14
0.06,-0.26,-0.18
0.02,-0.34,-0.14
0.02,-0.34,-0.14
0.02,-0.3,-0.14
-0.02,-0.3,-0.1
0.02,-0.3,-0.06
-0.02,-0.3,-0.1
0.02,-0.3,-0.06
