0.016,0.376,-31.2,0.174,1.514
0.016,0.376,-23.2,0.174,1.514
-0.024,0.336,-23.2,0.214,1.514
0.016,0.336,-39.2,0.214,1.514
-0.024,0.336,-31.2,0.134,1.594
0.016,0.336,-31.2,0.174,1.554
-0.024,0.336,-31.2,0.134,1.634
-0.024,0.336,-23.2,0.214,1.594
0.016,0.336,-23.2,0.214,1.554
0.016,0.336,-23.2,0.174,1.474
0.056,0.336,-31.2,0.174,1.554
-0.024,0.296,-15.2,0.214,1.554
-0.024,0.336,-23.2,0.214,1.594
0.016,0.296,-31.2,0.174,1.554
0.016,0.336,-31.2,0.174,1.594
0.016,0.336,-23.2,0.134,1.594
0.016,0.336,-31.2,0.174,1.594
-0.024,0.336,-23.2,0.174,1.514
-0.024,0.376,-23.2,0.174,1.514
0.016,0.376,-31.2,0.134,1.554
0.016,0.336,-23.2,0.214,1.554
-0.024,0.296,-23.2,0.174,1.594
-0.024,0.336,-31.2,0.214,1.674
0.016,0.336,-23.2,0.174,1.554
0.016,0.376,-23.2,0.174,1.554
-0.024,0.416,-23.2,0.134,1.594
0.016,0.336,-23.2,0.174,1.554
-0.024,0.336,-23.2,0.214,1.514
0.016,0.336,-23.2,0.174,1.514
0.016,0.336,-23.2,0.174,1.594
0.016,0.336,-23.2,0.134,1.554
-0.024,0.336,-31.2,0.214,1.594
-0.024,0.336,-23.2,0.214,1.554
0.016,0.416,-31.2,0.214,1.594
-0.024,0.336,-31.2,0.094,1.514
0.016,0.336,-23.2,0.174,1.554
0.016,0.336,-23.2,0.134,1.554
-0.024,0.336,-23.2,0.174,1.554
-0.024,0.376,-31.2,0.214,1.634
0.016,0.336,-31.2,0.174,1.594
-0.024,0.336,-23.2,0.174,1.594
0.016,0.376,-23.2,0.214,1.594
0.016,0.336,-15.2,0.214,1.514
0.016,0.376,-31.2,0.214,1.554
0.016,0.336,-23.2,0.134,1.594
-0.024,0.296,-23.2,0.094,1.554
-0.024,0.336,-31.2,0.214,1.594
0.016,0.336,-15.2,0.254,1.594
0.016,0.336,-31.2,0.214,1.594
0.016,0.376,-23.2,0.134,1.554
-0.024,0.376,-23.2,0.174,1.514
0.016,0.376,-23.2,0.214,1.554
0.016,0.336,-31.2,0.214,1.554
0.016,0.336,-23.2,0.094,1.554
0.016,0.336,-23.2,0.174,1.594
-0.024,0.336,-23.2,0.174,1.594
0.016,0.296,-23.2,0.214,1.594
-0.024,0.336,-15.2,0.214,1.554
0.016,0.336,-15.2,0.174,1.514
0.016,0.376,-23.2,0.214,1.514
-0.024,0.336,-31.2,0.214,1.594
0.016,0.336,-15.2,0.214,1.594
-0.024,0.336,-15.2,0.134,1.554
0.056,0.336,-23.2,0.214,1.594
-0.024,0.376,-23.2,0.214,1.594
-0.024,0.376,-15.2,0.214,1.594
0.016,0.376,-23.2,0.214,1.514
0.016,0.336,-23.2,0.174,1.474
0.016,0.336,-15.2,0.174,1.554
-0.024,0.336,-15.2,0.214,1.594
0.016,0.296,-23.2,0.134,1.594
0.016,0.336,-31.2,0.174,1.594
-0.024,0.296,-31.2,0.134,1.554
-0.024,0.376,-23.2,0.214,1.634
0.016,0.376,-39.2,0.214,1.594
0.016,0.336,-31.2,0.214,1.554
0.016,0.376,-23.2,0.174,1.514
-0.024,0.496,-23.2,0.174,1.634
-0.024,0.336,-23.2,0.174,1.594
-0.024,0.376,-23.2,0.134,1.634
0.016,0.296,-39.2,0.174,1.594
-0.024,0.376,-31.2,0.214,1.594
-0.024,0.336,-23.2,0.174,1.554
-0.024,0.336,-23.2,0.214,1.514
-0.024,0.336,-39.2,0.094,1.554
0.016,0.296,-23.2,0.174,1.474
0.016,0.336,-31.2,0.174,1.554
-0.024,0.336,-23.2,0.214,1.594
0.016,0.296,-23.2,0.174,1.554
-0.024,0.296,-23.2,0.174,1.554
0.016,0.336,-23.2,0.174,1.594
0.016,0.376,-23.2,0.214,1.594
-0.024,0.376,-15.2,0.174,1.594
0.056,0.336,-23.2,0.174,1.554
0.016,0.336,-23.2,0.174,1.554
0.016,0.376,-23.2,0.214,1.594
-0.024,0.336,-31.2,0.254,1.634
0.016,0.336,-23.2,0.214,1.594
0.016,0.336,-23.2,0.174,1.594
0.016,0.336,-39.2,0.174,1.554
0.016,0.336,-23.2,0.174,1.554
-0.024,0.336,-23.2,0.174,1.554
-0.024,0.336,-23.2,0.174,1.514
0.016,0.336,-23.2,0.174,1.514
0.016,0.296,-31.2,0.174,1.594
0.016,0.296,-23.2,0.134,1.594
-0.024,0.296,-23.2,0.214,1.554
0.016,0.376,-23.2,0.254,1.634
0.016,0.336,-23.2,0.174,1.634
0.016,0.336,-23.2,0.174,1.594
-0.024,0.376,-23.2,0.174,1.554
-0.024,0.376,-23.2,0.174,1.514
0.016,0.336,-23.2,0.214,1.554
-0.024,0.376,-31.2,0.214,1.634
0.016,0.296,-15.2,0.174,1.554
-0.024,0.336,-31.2,0.174,1.594
0.016,0.376,-31.2,0.214,1.594
0.016,0.376,-15.2,0.174,1.554
0.016,0.376,-23.2,0.174,1.554
-0.024,0.336,-15.2,0.174,1.554
-0.024,0.336,-23.2,0.174,1.514
0.056,0.296,-7.2,0.254,1.634
0.016,0.336,-23.2,0.134,1.634
0.016,0.376,-23.2,0.134,1.594
-0.024,0.336,-31.2,0.214,1.594
-0.024,0.336,-31.2,0.174,1.554
0.016,0.336,-23.2,0.134,1.554
0.016,0.376,-23.2,0.214,1.514
0.016,0.336,-23.2,0.174,1.514
0.016,0.376,-31.2,0.174,1.554
-0.024,0.376,-23.2,0.214,1.594
0.016,0.336,-31.2,0.214,1.594
0.016,0.336,-31.2,0.214,1.594
0.016,0.336,-23.2,0.134,1.594
-0.024,0.336,-23.2,0.214,1.594
0.016,0.336,-23.2,0.214,1.594
0.016,0.336,-23.2,0.214,1.514
0.056,0.376,-15.2,0.214,1.554
-0.024,0.336,-23.2,0.174,1.514
-0.024,0.336,-23.2,0.214,1.594
-0.024,0.336,-23.2,0.214,1.594
0.016,0.336,-23.2,0.214,1.594
0.016,0.296,-23.2,0.174,1.594
0.016,0.336,-23.2,0.134,1.594
-0.024,0.336,-23.2,0.214,1.554
-0.024,0.336,-31.2,0.174,1.514
0.016,0.416,-31.2,0.174,1.514
0.016,0.336,-23.2,0.134,1.554
0.016,0.296,-15.2,0.254,1.554
0.016,0.336,-23.2,0.214,1.594
0.016,0.336,-23.2,0.174,1.594
0.016,0.376,-31.2,0.214,1.594
-0.024,0.376,-23.2,0.174,1.514
-0.024,0.376,-23.2,0.254,1.554
0.016,0.336,-15.2,0.214,1.514
-0.024,0.336,-31.2,0.174,1.554
-0.024,0.336,-31.2,0.174,1.594
0.016,0.336,-23.2,0.174,1.594
-0.024,0.376,-23.2,0.214,1.594
0.016,0.336,-31.2,0.174,1.594
0.016,0.376,-31.2,0.134,1.554
0.016,0.376,-23.2,0.134,1.554
-0.024,0.336,-23.2,0.214,1.554
-0.024,0.336,-23.2,0.214,1.594
0.016,0.336,-23.2,0.174,1.514
0.016,0.296,-23.2,0.214,1.554
0.016,0.296,-23.2,0.174,1.554
-0.024,0.336,-47.2,0.174,1.594
0.016,0.376,-23.2,0.174,1.634
-0.024,0.296,-15.2,0.174,1.554
0.016,0.376,-23.2,0.134,1.554
0.016,0.336,-23.2,0.174,1.554
0.016,0.336,-23.2,0.214,1.554
0.016,0.296,-23.2,0.214,1.514
0.016,0.296,-23.2,0.174,1.514
0.016,0.336,-23.2,0.214,1.594
-0.024,0.336,-31.2,0.214,1.634
0.016,0.376,-15.2,0.174,1.634
0.016,0.416,-23.2,0.134,1.554
0.016,0.336,-23.2,0.174,1.514
0.016,0.376,-23.2,0.214,1.514
0.016,0.376,-31.2,0.174,1.554
0.016,0.336,-23.2,0.134,1.554
-0.024,0.336,-31.2,0.134,1.554
-0.024,0.296,-23.2,0.174,1.634
-0.024,0.296,-23.2,0.174,1.594
0.016,0.336,-23.2,0.174,1.594
0.016,0.376,-23.2,0.134,1.594
0.016,0.296,-15.2,0.174,1.594
-0.024,0.416,-31.2,0.214,1.594
0.016,0.336,-23.2,0.214,1.554
0.016,0.336,-23.2,0.214,1.554
0.016,0.296,-23.2,0.174,1.514
-0.024,0.296,-23.2,0.174,1.554
-0.064,0.296,-39.2,0.134,1.594
0.016,0.336,-23.2,0.174,1.634
0.016,0.336,-23.2,0.174,1.554
-0.024,0.376,-23.2,0.134,1.594
-0.024,0.416,-23.2,0.214,1.514
0.016,0.336,-23.2,0.174,1.554
-0.024,0.336,-23.2,0.174,1.514
0.016,0.336,-31.2,0.214,1.594
-0.024,0.296,-31.2,0.214,1.514
0.016,0.296,-31.2,0.174,1.554
0.016,0.336,-23.2,0.214,1.554
0.016,0.376,-23.2,0.174,1.594
-0.024,0.376,-23.2,0.134,1.554
0.016,0.296,-23.2,0.214,1.474
0.016,0.376,-23.2,0.214,1.554
0.056,0.336,-23.2,0.214,1.594
0.016,0.296,-23.2,0.174,1.594
