1000.208643,0.030282959,-0.107475859
998.8209849,-0.03679896,-0.157143505
997.4570378,0.029677826,0.122575407
996.1477822,0.025446792,0.371463436
994.8859164,0.143947706,0.578173131
993.6660143,0.183082864,0.777406679
992.4880135,0.158493727,0.983294438
991.3179072,0.171305197,0.850006111
990.1592893,0.207896454,1.097051493
989.0233797,0.078541241,1.068018955
987.9130976,0.203388259,1.344167897
986.8329507,0.132571309,1.357906779
985.7648123,0.022439966,1.460351891
984.7171365,0.047790676,1.553481104
983.6871512,0.185693637,1.629426353
982.6920259,0.116933333,1.894638844
981.7479805,0.190301754,2.120091285
980.8396779,0.208180132,2.239567544
979.9481192,0.170781842,2.281757795
979.0650252,0.257016685,2.31937828
978.2158608,0.195926624,2.612994121
977.4231446,0.281542304,2.861591882
976.6742605,0.306121227,3.035907448
975.9562992,0.274915546,3.15998751
975.2623402,0.377088597,3.265318764
974.5871414,0.406119792,3.341356044
973.9264205,0.372646123,3.405358146
973.2782522,0.470148527,3.460368814
972.6415699,0.493699126,3.516816065
972.0179277,0.456946461,3.586806891
971.4111175,0.372392394,3.679854528
970.8227671,0.430626229,3.762725471
970.2545319,0.430169715,3.874922415
969.7131433,0.385548619,4.022771926
969.2003543,0.482670281,4.148711522
968.6871828,0.407229465,4.020591364
968.1578539,0.292436607,3.994650371
967.6246401,0.318702513,3.981290501
967.0977571,0.302406368,4.057863121
966.5857592,0.417791353,4.123145831
966.1060787,0.336636996,4.372963644
965.674668,0.411672357,4.586837857
965.2763534,0.444978001,4.692014999
964.8914568,0.43427199,4.716347505
964.5056474,0.379229984,4.683502936
964.1141718,0.458669536,4.660262156
963.7135331,0.471170618,4.595884087
963.3327729,0.548061416,4.85425382
962.9978356,0.57606574,5.03860009
962.6957508,0.558736803,5.171926782
962.4179273,0.50049147,5.273432483
962.159948,0.589935223,5.361848443
961.9184503,0.618516969,5.43350573
961.6914369,0.596115726,5.502557616
961.4470721,0.498717222,5.264138085
961.1905667,0.578522806,5.386926864
960.9602107,0.604470077,5.517319835
960.7267132,0.517194614,5.354842876
960.4631008,0.564885736,5.225407805
960.2113718,0.647268914,5.472688247
959.9815947,0.583876014,5.435466776
959.752291,0.490383229,5.477621651
959.5318545,0.547207629,5.519205522
959.3274558,0.565610967,5.632609602
959.1537086,0.561048791,5.814843126
959.0055139,0.54237878,5.879001481
958.8612289,0.501007274,5.852522576
958.7124364,0.598922531,5.833665228
958.5522969,0.642723515,5.743311526
958.3989553,0.528021921,5.903670936
958.2771459,0.577687609,6.045115414
958.1770189,0.586420147,6.112701045
958.0855679,0.554816561,6.128691734
957.9940427,0.484762704,6.111877007
957.9001095,0.560959316,6.103273892
957.8021582,0.576749135,6.073289704
957.6972973,0.54003191,6.036769482
957.5860042,0.64215171,6.009107028
957.4690926,0.676780366,5.982978579
957.3480614,0.655468698,5.969755953
957.2265242,0.588905123,5.978494305
957.1073294,0.668767748,5.990137793
956.9931188,0.690265687,6.027300552
956.8898776,0.666602555,6.096710256
956.8048002,0.60967024,6.203341188
956.7405981,0.705529049,6.295846482
956.6995183,0.755357546,6.427636253
956.6594498,0.653892173,6.306948924
956.6047768,0.530657085,6.288488795
956.5477092,0.563375813,6.281883524
956.4981606,0.565736167,6.363172815
956.454984,0.549227103,6.342357542
956.4081845,0.670977235,6.326563983
956.3793607,0.60984036,6.519309034
956.3805156,0.539565425,6.615288389
956.4006383,0.626168676,6.700570371
956.4306665,0.667990723,6.711088982
956.4573932,0.665622822,6.669166196
956.4718872,0.620929725,6.593677736
956.472505,0.717331884,6.533954195
956.4582372,0.750168326,6.451071229
956.4582878,0.694311552,6.676558719
956.4677187,0.639056565,6.53874313
956.4840998,0.714754882,6.745665277
956.5068275,0.742468494,6.597618363
956.5347312,0.729256546,6.799926848
956.5703883,0.658473537,6.6700595
956.5843741,0.548258663,6.591783057
956.5844748,0.589858386,6.534606639
956.5774676,0.579684126,6.524157187
956.5733598,0.531198029,6.563274355
956.577261,0.631824818,6.599785456
956.5936424,0.683610902,6.684339585
956.6326823,0.7011743,6.818752027
956.7048176,0.697376617,7.003709335
956.7829084,0.707610119,6.872503692
956.8450487,0.686850163,6.850016666
